mpg,cylinders,displacement,horsepower,weight,acceleration,model year,car name,Man_Country,PW_ratio,Company_Name,hp_binned,DispCC,DispLitr
24.5,4,98.0,60.0,2164,22.1,76,chevrolet woody,USA,0.027726432532347505,chevrolet,Low,1605.9358,1.6059358
29.0,4,90.0,70.0,1937,14.2,76,vw rabbit,Europe,0.036138358286009295,VW,Low,1474.839,1.474839
33.0,4,91.0,53.0,1795,17.4,76,honda civic,Japan,0.029526462395543174,honda,Low,1491.2261,1.4912261
20.0,6,225.0,100.0,3651,17.7,76,dodge aspen se,USA,0.027389756231169543,dodge,Low,3687.0975,3.6870974999999997
18.0,6,250.0,78.0,3574,21.0,76,ford granada ghia,USA,0.02182428651371013,ford,Low,4096.775,4.096775
18.5,6,250.0,110.0,3645,16.2,76,pontiac ventura sj,USA,0.03017832647462277,pontiac,Mid,4096.775,4.096775
17.5,6,258.0,95.0,3193,17.8,76,amc pacer d/l,USA,0.029752583777012214,amc,Low,4227.8718,4.2278718
29.5,4,97.0,71.0,1825,12.2,76,volkswagen rabbit,Europe,0.03890410958904109,VW,Low,1589.5487,1.5895487000000001
32.0,4,85.0,70.0,1990,17.0,76,datsun b-210,Japan,0.035175879396984924,datsun,Low,1392.9035000000001,1.3929035
28.0,4,97.0,75.0,2155,16.4,76,toyota corolla,Japan,0.03480278422273782,toyota,Low,1589.5487,1.5895487000000001
26.5,4,140.0,72.0,2565,13.6,76,ford pinto,USA,0.028070175438596492,ford,Low,2294.194,2.294194
20.0,4,130.0,102.0,3150,15.7,76,volvo 245,Europe,0.03238095238095238,volvo,Mid,2130.323,2.1303229999999997
13.0,8,318.0,150.0,3940,13.2,76,plymouth volare premier v8,USA,0.03807106598984772,plymouth,Mid,5211.0978000000005,5.2110978
19.0,4,120.0,88.0,3270,21.9,76,peugeot 504,Europe,0.02691131498470948,peugeot,Low,1966.452,1.966452
19.0,6,156.0,108.0,2930,15.5,76,toyota mark ii,Japan,0.03686006825938567,toyota,Mid,2556.3876,2.5563876
16.5,6,168.0,120.0,3820,16.7,76,mercedes-benz 280s,Europe,0.031413612565445025,mercedes-benz,Mid,2753.0328,2.7530328
16.5,8,350.0,180.0,4380,12.1,76,cadillac seville,USA,0.0410958904109589,cadillac,High,5735.485,5.735485
13.0,8,350.0,145.0,4055,12.0,76,chevy c10,USA,0.035758323057953144,chevrolet,Mid,5735.485,5.735485
13.0,8,302.0,130.0,3870,15.0,76,ford f108,USA,0.03359173126614987,ford,Mid,4948.9042,4.9489042
13.0,8,318.0,150.0,3755,14.0,76,dodge d100,USA,0.03994673768308921,dodge,Mid,5211.0978000000005,5.2110978
31.5,4,98.0,68.0,2045,18.5,77,honda accord cvcc,Japan,0.033251833740831294,honda,Low,1605.9358,1.6059358
30.0,4,111.0,80.0,2155,14.8,77,buick opel isuzu deluxe,USA,0.037122969837587005,buick,Low,1818.9681,1.8189681
36.0,4,79.0,58.0,1825,18.6,77,renault 5 gtl,Europe,0.03178082191780822,renault,Low,1294.5809,1.2945809
25.5,4,122.0,96.0,2300,15.5,77,plymouth arrow gs,USA,0.04173913043478261,plymouth,Low,1999.2262,1.9992262
33.5,4,85.0,70.0,1945,16.8,77,datsun f-10 hatchback,Japan,0.03598971722365039,datsun,Low,1392.9035000000001,1.3929035
17.5,8,305.0,145.0,3880,12.5,77,chevrolet caprice classic,USA,0.037371134020618556,chevrolet,Mid,4998.0655,4.9980655
17.0,8,260.0,110.0,4060,19.0,77,oldsmobile cutlass supreme,USA,0.027093596059113302,oldsmobile,Mid,4260.646,4.2606459999999995
15.5,8,318.0,145.0,4140,13.7,77,dodge monaco brougham,USA,0.035024154589371984,dodge,Mid,5211.0978000000005,5.2110978
15.0,8,302.0,130.0,4295,14.9,77,mercury cougar brougham,USA,0.030267753201396973,mercury,Mid,4948.9042,4.9489042
17.5,6,250.0,110.0,3520,16.4,77,chevrolet concours,USA,0.03125,chevrolet,Mid,4096.775,4.096775
20.5,6,231.0,105.0,3425,16.9,77,buick skylark,USA,0.030656934306569343,buick,Mid,3785.4201000000003,3.7854201
19.0,6,225.0,100.0,3630,17.7,77,plymouth volare custom,USA,0.027548209366391185,plymouth,Low,3687.0975,3.6870974999999997
18.5,6,250.0,98.0,3525,19.0,77,ford granada,USA,0.027801418439716313,ford,Low,4096.775,4.096775
16.0,8,400.0,180.0,4220,11.1,77,pontiac grand prix lj,USA,0.04265402843601896,pontiac,High,6554.84,6.55484
15.5,8,350.0,170.0,4165,11.4,77,chevrolet monte carlo landau,USA,0.04081632653061224,chevrolet,High,5735.485,5.735485
15.5,8,400.0,190.0,4325,12.2,77,chrysler cordoba,USA,0.04393063583815029,chrysler,High,6554.84,6.55484
16.0,8,351.0,149.0,4335,14.5,77,ford thunderbird,USA,0.03437139561707036,ford,Mid,5751.8721000000005,5.751872100000001
29.0,4,97.0,78.0,1940,14.5,77,volkswagen rabbit custom,Europe,0.04020618556701031,VW,Low,1589.5487,1.5895487000000001
24.5,4,151.0,88.0,2740,16.0,77,pontiac sunbird coupe,USA,0.032116788321167884,pontiac,Low,2474.4521,2.4744521
26.0,4,97.0,75.0,2265,18.2,77,toyota corolla liftback,Japan,0.033112582781456956,toyota,Low,1589.5487,1.5895487000000001
25.5,4,140.0,89.0,2755,15.8,77,ford mustang ii 2+2,USA,0.032304900181488204,ford,Low,2294.194,2.294194
30.5,4,98.0,63.0,2051,17.0,77,chevrolet chevette,USA,0.030716723549488054,chevrolet,Low,1605.9358,1.6059358
33.5,4,98.0,83.0,2075,15.9,77,dodge colt m/m,USA,0.04,dodge,Low,1605.9358,1.6059358
30.0,4,97.0,67.0,1985,16.4,77,subaru dl,Japan,0.033753148614609575,subaru,Low,1589.5487,1.5895487000000001
30.5,4,97.0,78.0,2190,14.1,77,volkswagen dasher,Europe,0.03561643835616438,VW,Low,1589.5487,1.5895487000000001
22.0,6,146.0,97.0,2815,14.5,77,datsun 810,Japan,0.034458259325044406,datsun,Low,2392.5166,2.3925166
21.5,4,121.0,110.0,2600,12.8,77,bmw 320i,Europe,0.04230769230769231,bmw,Mid,1982.8391,1.9828390999999999
21.5,3,80.0,110.0,2720,13.5,77,mazda rx-4,Japan,0.04044117647058824,mazda,Mid,1310.968,1.3109680000000001
43.1,4,90.0,48.0,1985,21.5,78,volkswagen rabbit custom diesel,Europe,0.024181360201511334,VW,Low,1474.839,1.474839
36.1,4,98.0,66.0,1800,14.4,78,ford fiesta,USA,0.03666666666666667,ford,Low,1605.9358,1.6059358
32.8,4,78.0,52.0,1985,19.4,78,mazda glc deluxe,Japan,0.02619647355163728,mazda,Low,1278.1938,1.2781938
39.4,4,85.0,70.0,2070,18.6,78,datsun b210 gx,Japan,0.033816425120772944,datsun,Low,1392.9035000000001,1.3929035
36.1,4,91.0,60.0,1800,16.4,78,honda civic cvcc,Japan,0.03333333333333333,honda,Low,1491.2261,1.4912261
19.9,8,260.0,110.0,3365,15.5,78,oldsmobile cutlass salon brougham,USA,0.03268945022288262,oldsmobile,Mid,4260.646,4.2606459999999995
19.4,8,318.0,140.0,3735,13.2,78,dodge diplomat,USA,0.03748326639892905,dodge,Mid,5211.0978000000005,5.2110978
20.2,8,302.0,139.0,3570,12.8,78,mercury monarch ghia,USA,0.03893557422969188,mercury,Mid,4948.9042,4.9489042
19.2,6,231.0,105.0,3535,19.2,78,pontiac phoenix lj,USA,0.0297029702970297,pontiac,Mid,3785.4201000000003,3.7854201
20.5,6,200.0,95.0,3155,18.2,78,chevrolet malibu,USA,0.030110935023771792,chevrolet,Low,3277.42,3.27742
20.2,6,200.0,85.0,2965,15.8,78,ford fairmont (auto),USA,0.02866779089376054,ford,Low,3277.42,3.27742
25.1,4,140.0,88.0,2720,15.4,78,ford fairmont (man),USA,0.03235294117647059,ford,Low,2294.194,2.294194
20.5,6,225.0,100.0,3430,17.2,78,plymouth volare,USA,0.029154518950437316,plymouth,Low,3687.0975,3.6870974999999997
19.4,6,232.0,90.0,3210,17.2,78,amc concord,USA,0.028037383177570093,amc,Low,3801.8072,3.8018072000000003
20.6,6,231.0,105.0,3380,15.8,78,buick century special,USA,0.03106508875739645,buick,Mid,3785.4201000000003,3.7854201
20.8,6,200.0,85.0,3070,16.7,78,mercury zephyr,USA,0.02768729641693811,mercury,Low,3277.42,3.27742
18.6,6,225.0,110.0,3620,18.7,78,dodge aspen,USA,0.03038674033149171,dodge,Mid,3687.0975,3.6870974999999997
18.1,6,258.0,120.0,3410,15.1,78,amc concord d/l,USA,0.03519061583577713,amc,Mid,4227.8718,4.2278718
19.2,8,305.0,145.0,3425,13.2,78,chevrolet monte carlo landau,USA,0.042335766423357665,chevrolet,Mid,4998.0655,4.9980655
17.7,6,231.0,165.0,3445,13.4,78,buick regal sport coupe (turbo),USA,0.047895500725689405,buick,Mid,3785.4201000000003,3.7854201
18.1,8,302.0,139.0,3205,11.2,78,ford futura,USA,0.04336973478939157,ford,Mid,4948.9042,4.9489042
17.5,8,318.0,140.0,4080,13.7,78,dodge magnum xe,USA,0.03431372549019608,dodge,Mid,5211.0978000000005,5.2110978
30.0,4,98.0,68.0,2155,16.5,78,chevrolet chevette,USA,0.03155452436194896,chevrolet,Low,1605.9358,1.6059358
27.5,4,134.0,95.0,2560,14.2,78,toyota corona,Japan,0.037109375,toyota,Low,2195.8714,2.1958714
27.2,4,119.0,97.0,2300,14.7,78,datsun 510,Japan,0.04217391304347826,datsun,Low,1950.0649,1.9500649
30.9,4,105.0,75.0,2230,14.5,78,dodge omni,USA,0.033632286995515695,dodge,Low,1720.6455,1.7206455
21.1,4,134.0,95.0,2515,14.8,78,toyota celica gt liftback,Japan,0.03777335984095427,toyota,Low,2195.8714,2.1958714
23.2,4,156.0,105.0,2745,16.7,78,plymouth sapporo,USA,0.03825136612021858,plymouth,Mid,2556.3876,2.5563876
23.8,4,151.0,85.0,2855,17.6,78,oldsmobile starfire sx,USA,0.0297723292469352,oldsmobile,Low,2474.4521,2.4744521
23.9,4,119.0,97.0,2405,14.9,78,datsun 200-sx,Japan,0.040332640332640335,datsun,Low,1950.0649,1.9500649
20.3,5,131.0,103.0,2830,15.9,78,audi 5000,Europe,0.036395759717314485,audi,Mid,2146.7101000000002,2.1467101000000004
17.0,6,163.0,125.0,3140,13.6,78,volvo 264gl,Europe,0.03980891719745223,volvo,Mid,2671.0973,2.6710973
21.6,4,121.0,115.0,2795,15.7,78,saab 99gle,Europe,0.04114490161001789,saab,Mid,1982.8391,1.9828390999999999
16.2,6,163.0,133.0,3410,15.8,78,peugeot 604sl,Europe,0.03900293255131965,peugeot,Mid,2671.0973,2.6710973
31.5,4,89.0,71.0,1990,14.9,78,volkswagen scirocco,Europe,0.035678391959798994,VW,Low,1458.4519,1.4584519
29.5,4,98.0,68.0,2135,16.6,78,honda accord lx,Japan,0.03185011709601874,honda,Low,1605.9358,1.6059358
21.5,6,231.0,115.0,3245,15.4,79,pontiac lemans v6,USA,0.03543913713405239,pontiac,Mid,3785.4201000000003,3.7854201
19.8,6,200.0,85.0,2990,18.2,79,mercury zephyr 6,USA,0.028428093645484948,mercury,Low,3277.42,3.27742
22.3,4,140.0,88.0,2890,17.3,79,ford fairmont 4,USA,0.03044982698961938,ford,Low,2294.194,2.294194
20.2,6,232.0,90.0,3265,18.2,79,amc concord dl 6,USA,0.027565084226646247,amc,Low,3801.8072,3.8018072000000003
20.6,6,225.0,110.0,3360,16.6,79,dodge aspen 6,USA,0.03273809523809524,dodge,Mid,3687.0975,3.6870974999999997
17.0,8,305.0,130.0,3840,15.4,79,chevrolet caprice classic,USA,0.033854166666666664,chevrolet,Mid,4998.0655,4.9980655
17.6,8,302.0,129.0,3725,13.4,79,ford ltd landau,USA,0.03463087248322148,ford,Mid,4948.9042,4.9489042
16.5,8,351.0,138.0,3955,13.2,79,mercury grand marquis,USA,0.03489254108723135,mercury,Mid,5751.8721000000005,5.751872100000001
18.2,8,318.0,135.0,3830,15.2,79,dodge st. regis,USA,0.03524804177545692,dodge,Mid,5211.0978000000005,5.2110978
16.9,8,350.0,155.0,4360,14.9,79,buick estate wagon (sw),USA,0.03555045871559633,buick,Mid,5735.485,5.735485
15.5,8,351.0,142.0,4054,14.3,79,ford country squire (sw),USA,0.03502713369511593,ford,Mid,5751.8721000000005,5.751872100000001
19.2,8,267.0,125.0,3605,15.0,79,chevrolet malibu classic (sw),USA,0.03467406380027739,chevrolet,Mid,4375.3557,4.3753557
18.5,8,360.0,150.0,3940,13.0,79,chrysler lebaron town @ country (sw),USA,0.03807106598984772,chrysler,Mid,5899.356,5.899356
31.9,4,89.0,71.0,1925,14.0,79,vw rabbit custom,Europe,0.036883116883116886,VW,Low,1458.4519,1.4584519
34.1,4,86.0,65.0,1975,15.2,79,maxda glc deluxe,Japan,0.03291139240506329,mazda,Low,1409.2906,1.4092906
35.7,4,98.0,80.0,1915,14.4,79,dodge colt hatchback custom,USA,0.04177545691906005,dodge,Low,1605.9358,1.6059358
27.4,4,121.0,80.0,2670,15.0,79,amc spirit dl,USA,0.0299625468164794,amc,Low,1982.8391,1.9828390999999999
25.4,5,183.0,77.0,3530,20.1,79,mercedes benz 300d,Europe,0.02181303116147309,mercedes-benz,Low,2998.8393,2.9988393
23.0,8,350.0,125.0,3900,17.4,79,cadillac eldorado,USA,0.03205128205128205,cadillac,Mid,5735.485,5.735485
27.2,4,141.0,71.0,3190,24.8,79,peugeot 504,Europe,0.02225705329153605,peugeot,Low,2310.5811,2.3105811
23.9,8,260.0,90.0,3420,22.2,79,oldsmobile cutlass salon brougham,USA,0.02631578947368421,oldsmobile,Low,4260.646,4.2606459999999995
34.2,4,105.0,70.0,2200,13.2,79,plymouth horizon,USA,0.031818181818181815,plymouth,Low,1720.6455,1.7206455
34.5,4,105.0,70.0,2150,14.9,79,plymouth horizon tc3,USA,0.03255813953488372,plymouth,Low,1720.6455,1.7206455
31.8,4,85.0,65.0,2020,19.2,79,datsun 210,Japan,0.03217821782178218,datsun,Low,1392.9035000000001,1.3929035
37.3,4,91.0,69.0,2130,14.7,79,fiat strada custom,Europe,0.0323943661971831,fiat,Low,1491.2261,1.4912261
28.4,4,151.0,90.0,2670,16.0,79,buick skylark limited,USA,0.033707865168539325,buick,Low,2474.4521,2.4744521
28.8,6,173.0,115.0,2595,11.3,79,chevrolet citation,USA,0.04431599229287091,chevrolet,Mid,2834.9683,2.8349683
26.8,6,173.0,115.0,2700,12.9,79,oldsmobile omega brougham,USA,0.04259259259259259,oldsmobile,Mid,2834.9683,2.8349683
33.5,4,151.0,90.0,2556,13.2,79,pontiac phoenix,USA,0.035211267605633804,pontiac,Low,2474.4521,2.4744521
41.5,4,98.0,76.0,2144,14.7,80,vw rabbit,Europe,0.03544776119402985,VW,Low,1605.9358,1.6059358
38.1,4,89.0,60.0,1968,18.8,80,toyota corolla tercel,Japan,0.03048780487804878,toyota,Low,1458.4519,1.4584519
32.1,4,98.0,70.0,2120,15.5,80,chevrolet chevette,USA,0.0330188679245283,chevrolet,Low,1605.9358,1.6059358
37.2,4,86.0,65.0,2019,16.4,80,datsun 310,Japan,0.032194155522535906,datsun,Low,1409.2906,1.4092906
28.0,4,151.0,90.0,2678,16.5,80,chevrolet citation,USA,0.033607169529499624,chevrolet,Low,2474.4521,2.4744521
26.4,4,140.0,88.0,2870,18.1,80,ford fairmont,USA,0.030662020905923345,ford,Low,2294.194,2.294194
24.3,4,151.0,90.0,3003,20.1,80,amc concord,USA,0.029970029970029972,amc,Low,2474.4521,2.4744521
19.1,6,225.0,90.0,3381,18.7,80,dodge aspen,USA,0.026619343389529725,dodge,Low,3687.0975,3.6870974999999997
34.3,4,97.0,78.0,2188,15.8,80,audi 4000,Europe,0.0356489945155393,audi,Low,1589.5487,1.5895487000000001
29.8,4,134.0,90.0,2711,15.5,80,toyota corona liftback,Japan,0.033198081888601995,toyota,Low,2195.8714,2.1958714
31.3,4,120.0,75.0,2542,17.5,80,mazda 626,Japan,0.029504327301337528,mazda,Low,1966.452,1.966452
37.0,4,119.0,92.0,2434,15.0,80,datsun 510 hatchback,Japan,0.03779786359901397,datsun,Low,1950.0649,1.9500649
32.2,4,108.0,75.0,2265,15.2,80,toyota corolla,Japan,0.033112582781456956,toyota,Low,1769.8068,1.7698068
46.6,4,86.0,65.0,2110,17.9,80,mazda glc,Japan,0.030805687203791468,mazda,Low,1409.2906,1.4092906
27.9,4,156.0,105.0,2800,14.4,80,dodge colt,USA,0.0375,dodge,Mid,2556.3876,2.5563876
40.8,4,85.0,65.0,2110,19.2,80,datsun 210,Japan,0.030805687203791468,datsun,Low,1392.9035000000001,1.3929035
44.3,4,90.0,48.0,2085,21.7,80,vw rabbit c (diesel),Europe,0.02302158273381295,VW,Low,1474.839,1.474839
43.4,4,90.0,48.0,2335,23.7,80,vw dasher (diesel),Europe,0.020556745182012847,VW,Low,1474.839,1.474839
36.4,5,121.0,67.0,2950,19.9,80,audi 5000s (diesel),Europe,0.02271186440677966,audi,Low,1982.8391,1.9828390999999999
30.0,4,146.0,67.0,3250,21.8,80,mercedes-benz 240d,Europe,0.020615384615384615,mercedes-benz,Low,2392.5166,2.3925166
44.6,4,91.0,67.0,1850,13.8,80,honda civic 1500 gl,Japan,0.036216216216216214,honda,Low,1491.2261,1.4912261
33.8,4,97.0,67.0,2145,18.0,80,subaru dl,Japan,0.031235431235431235,subaru,Low,1589.5487,1.5895487000000001
29.8,4,89.0,62.0,1845,15.3,80,vokswagen rabbit,Europe,0.03360433604336043,VW,Low,1458.4519,1.4584519
32.7,6,168.0,132.0,2910,11.4,80,datsun 280-zx,Japan,0.04536082474226804,datsun,Mid,2753.0328,2.7530328
23.7,3,70.0,100.0,2420,12.5,80,mazda rx-7 gs,Japan,0.04132231404958678,mazda,Low,1147.097,1.147097
35.0,4,122.0,88.0,2500,15.1,80,triumph tr7 coupe,Europe,0.0352,triumph,Low,1999.2262,1.9992262
32.4,4,107.0,72.0,2290,17.0,80,honda accord,Japan,0.0314410480349345,honda,Low,1753.4197,1.7534197
27.2,4,135.0,84.0,2490,15.7,81,plymouth reliant,USA,0.033734939759036145,plymouth,Low,2212.2585,2.2122585
26.6,4,151.0,84.0,2635,16.4,81,buick skylark,USA,0.031878557874762806,buick,Low,2474.4521,2.4744521
25.8,4,156.0,92.0,2620,14.4,81,dodge aries wagon (sw),USA,0.035114503816793895,dodge,Low,2556.3876,2.5563876
23.5,6,173.0,110.0,2725,12.6,81,chevrolet citation,USA,0.04036697247706422,chevrolet,Mid,2834.9683,2.8349683
30.0,4,135.0,84.0,2385,12.9,81,plymouth reliant,USA,0.03522012578616352,plymouth,Low,2212.2585,2.2122585
39.1,4,79.0,58.0,1755,16.9,81,toyota starlet,Japan,0.03304843304843305,toyota,Low,1294.5809,1.2945809
39.0,4,86.0,64.0,1875,16.4,81,plymouth champ,USA,0.034133333333333335,plymouth,Low,1409.2906,1.4092906
35.1,4,81.0,60.0,1760,16.1,81,honda civic 1300,Japan,0.03409090909090909,honda,Low,1327.3551,1.3273551
32.3,4,97.0,67.0,2065,17.8,81,subaru,Japan,0.0324455205811138,subaru,Low,1589.5487,1.5895487000000001
37.0,4,85.0,65.0,1975,19.4,81,datsun 210 mpg,Japan,0.03291139240506329,datsun,Low,1392.9035000000001,1.3929035
37.7,4,89.0,62.0,2050,17.3,81,toyota tercel,Japan,0.03024390243902439,toyota,Low,1458.4519,1.4584519
34.1,4,91.0,68.0,1985,16.0,81,mazda glc 4,Japan,0.03425692695214106,mazda,Low,1491.2261,1.4912261
34.7,4,105.0,63.0,2215,14.9,81,plymouth horizon 4,USA,0.028442437923250564,plymouth,Low,1720.6455,1.7206455
34.4,4,98.0,65.0,2045,16.2,81,ford escort 4w,USA,0.03178484107579462,ford,Low,1605.9358,1.6059358
29.9,4,98.0,65.0,2380,20.7,81,ford escort 2h,USA,0.0273109243697479,ford,Low,1605.9358,1.6059358
33.0,4,105.0,74.0,2190,14.2,81,volkswagen jetta,Europe,0.033789954337899546,VW,Low,1720.6455,1.7206455
33.7,4,107.0,75.0,2210,14.4,81,honda prelude,Japan,0.033936651583710405,honda,Low,1753.4197,1.7534197
32.4,4,108.0,75.0,2350,16.8,81,toyota corolla,Japan,0.031914893617021274,toyota,Low,1769.8068,1.7698068
32.9,4,119.0,100.0,2615,14.8,81,datsun 200sx,Japan,0.03824091778202677,datsun,Low,1950.0649,1.9500649
31.6,4,120.0,74.0,2635,18.3,81,mazda 626,Japan,0.02808349146110057,mazda,Low,1966.452,1.966452
28.1,4,141.0,80.0,3230,20.4,81,peugeot 505s turbo diesel,Europe,0.02476780185758514,peugeot,Low,2310.5811,2.3105811
30.7,6,145.0,76.0,3160,19.6,81,volvo diesel,Europe,0.024050632911392405,volvo,Low,2376.1295,2.3761295000000002
25.4,6,168.0,116.0,2900,12.6,81,toyota cressida,Japan,0.04,toyota,Mid,2753.0328,2.7530328
24.2,6,146.0,120.0,2930,13.8,81,datsun 810 maxima,Japan,0.040955631399317405,datsun,Mid,2392.5166,2.3925166
22.4,6,231.0,110.0,3415,15.8,81,buick century,USA,0.032210834553440704,buick,Mid,3785.4201000000003,3.7854201
26.6,8,350.0,105.0,3725,19.0,81,oldsmobile cutlass ls,USA,0.028187919463087248,oldsmobile,Mid,5735.485,5.735485
20.2,6,200.0,88.0,3060,17.1,81,ford granada gl,USA,0.02875816993464052,ford,Low,3277.42,3.27742
17.6,6,225.0,85.0,3465,16.6,81,chrysler lebaron salon,USA,0.024531024531024532,chrysler,Low,3687.0975,3.6870974999999997
28.0,4,112.0,88.0,2605,19.6,82,chevrolet cavalier,USA,0.03378119001919386,chevrolet,Low,1835.3552,1.8353552
27.0,4,112.0,88.0,2640,18.6,82,chevrolet cavalier wagon,USA,0.03333333333333333,chevrolet,Low,1835.3552,1.8353552
34.0,4,112.0,88.0,2395,18.0,82,chevrolet cavalier 2-door,USA,0.03674321503131524,chevrolet,Low,1835.3552,1.8353552
31.0,4,112.0,85.0,2575,16.2,82,pontiac j2000 se hatchback,USA,0.03300970873786408,pontiac,Low,1835.3552,1.8353552
29.0,4,135.0,84.0,2525,16.0,82,dodge aries se,USA,0.03326732673267327,dodge,Low,2212.2585,2.2122585
27.0,4,151.0,90.0,2735,18.0,82,pontiac phoenix,USA,0.03290676416819013,pontiac,Low,2474.4521,2.4744521
24.0,4,140.0,92.0,2865,16.4,82,ford fairmont futura,USA,0.03211169284467714,ford,Low,2294.194,2.294194
36.0,4,105.0,74.0,1980,15.3,82,volkswagen rabbit l,Europe,0.03737373737373737,VW,Low,1720.6455,1.7206455
37.0,4,91.0,68.0,2025,18.2,82,mazda glc custom l,Japan,0.03358024691358025,mazda,Low,1491.2261,1.4912261
31.0,4,91.0,68.0,1970,17.6,82,mazda glc custom,Japan,0.03451776649746193,mazda,Low,1491.2261,1.4912261
38.0,4,105.0,63.0,2125,14.7,82,plymouth horizon miser,USA,0.029647058823529412,plymouth,Low,1720.6455,1.7206455
36.0,4,98.0,70.0,2125,17.3,82,mercury lynx l,USA,0.03294117647058824,mercury,Low,1605.9358,1.6059358
36.0,4,120.0,88.0,2160,14.5,82,nissan stanza xe,Japan,0.040740740740740744,datsun,Low,1966.452,1.966452
36.0,4,107.0,75.0,2205,14.5,82,honda accord,Japan,0.034013605442176874,honda,Low,1753.4197,1.7534197
34.0,4,108.0,70.0,2245,16.9,82,toyota corolla,Japan,0.031180400890868598,toyota,Low,1769.8068,1.7698068
38.0,4,91.0,67.0,1965,15.0,82,honda civic,Japan,0.03409669211195929,honda,Low,1491.2261,1.4912261
32.0,4,91.0,67.0,1965,15.7,82,honda civic (auto),Japan,0.03409669211195929,honda,Low,1491.2261,1.4912261
38.0,4,91.0,67.0,1995,16.2,82,datsun 310 gx,Japan,0.033583959899749376,datsun,Low,1491.2261,1.4912261
25.0,6,181.0,110.0,2945,16.4,82,buick century limited,USA,0.03735144312393888,buick,Mid,2966.0651000000003,2.9660651000000002
38.0,6,262.0,85.0,3015,17.0,82,oldsmobile cutlass ciera (diesel),USA,0.028192371475953566,oldsmobile,Low,4293.4202000000005,4.293420200000001
26.0,4,156.0,92.0,2585,14.5,82,chrysler lebaron medallion,USA,0.035589941972920695,chrysler,Low,2556.3876,2.5563876
22.0,6,232.0,112.0,2835,14.7,82,ford granada l,USA,0.03950617283950617,ford,Mid,3801.8072,3.8018072000000003
32.0,4,144.0,96.0,2665,13.9,82,toyota celica gt,Japan,0.03602251407129456,toyota,Low,2359.7424,2.3597424
36.0,4,135.0,84.0,2370,13.0,82,dodge charger 2.2,USA,0.035443037974683546,dodge,Low,2212.2585,2.2122585
27.0,4,151.0,90.0,2950,17.3,82,chevrolet camaro,USA,0.030508474576271188,chevrolet,Low,2474.4521,2.4744521
27.0,4,140.0,86.0,2790,15.6,82,ford mustang gl,USA,0.03082437275985663,ford,Low,2294.194,2.294194
44.0,4,97.0,52.0,2130,24.6,82,vw pickup,Europe,0.024413145539906103,VW,Low,1589.5487,1.5895487000000001
32.0,4,135.0,84.0,2295,11.6,82,dodge rampage,USA,0.036601307189542485,dodge,Low,2212.2585,2.2122585
28.0,4,120.0,79.0,2625,18.6,82,ford ranger,USA,0.030095238095238095,ford,Low,1966.452,1.966452
31.0,4,119.0,82.0,2720,19.4,82,chevy s-10,USA,0.030147058823529412,chevrolet,Low,1950.0649,1.9500649
